404.00	549.00	0.47
404.00	765.00	0.89
404.00	727.00	0.74
404.00	856.00	0.55
404.00	382.00	0.72
404.00	678.00	0.72
404.00	759.00	0.57
404.00	187.00	0.55
404.00	443.00	0.51
404.00	970.00	0.42
404.00	715.00	0.88
404.00	495.00	0.65
549.00	404.00	0.48
549.00	765.00	0.42
549.00	727.00	0.56
549.00	856.00	0.66
549.00	382.00	0.72
549.00	678.00	0.81
549.00	759.00	0.74
549.00	187.00	0.68
549.00	443.00	0.81
549.00	970.00	0.45
549.00	715.00	0.62
549.00	495.00	0.58
765.00	404.00	0.61
765.00	549.00	0.43
765.00	727.00	0.68
765.00	856.00	0.43
765.00	382.00	0.62
765.00	678.00	0.60
765.00	759.00	0.43
765.00	187.00	0.79
765.00	443.00	0.50
765.00	970.00	0.46
765.00	715.00	0.75
765.00	495.00	0.54
727.00	404.00	0.57
727.00	549.00	0.85
727.00	765.00	0.70
727.00	856.00	0.47
727.00	382.00	0.62
727.00	678.00	0.63
727.00	759.00	0.75
727.00	187.00	0.57
727.00	443.00	0.56
727.00	970.00	0.60
727.00	715.00	0.82
727.00	495.00	0.86
856.00	404.00	0.70
856.00	549.00	0.80
856.00	765.00	0.83
856.00	727.00	0.53
856.00	382.00	0.90
856.00	678.00	0.81
856.00	759.00	0.84
856.00	187.00	0.74
856.00	443.00	0.54
856.00	970.00	0.86
856.00	715.00	0.80
856.00	495.00	0.64
382.00	404.00	0.82
382.00	549.00	0.70
382.00	765.00	0.61
382.00	727.00	0.87
382.00	856.00	0.59
382.00	678.00	0.71
382.00	759.00	0.79
382.00	187.00	0.67
382.00	443.00	0.63
382.00	970.00	0.44
382.00	715.00	0.47
382.00	495.00	0.81
678.00	404.00	0.51
678.00	549.00	0.70
678.00	765.00	0.78
678.00	727.00	0.56
678.00	856.00	0.54
678.00	382.00	0.85
678.00	759.00	0.63
678.00	187.00	0.55
678.00	443.00	0.65
678.00	970.00	0.45
678.00	715.00	0.41
678.00	495.00	0.46
759.00	404.00	0.62
759.00	549.00	0.47
759.00	765.00	0.89
759.00	727.00	0.65
759.00	856.00	0.73
759.00	382.00	0.78
759.00	678.00	0.72
759.00	187.00	0.86
759.00	443.00	0.77
759.00	970.00	0.56
759.00	715.00	0.52
759.00	495.00	0.78
187.00	404.00	0.70
187.00	549.00	0.89
187.00	765.00	0.42
187.00	727.00	0.49
187.00	856.00	0.66
187.00	382.00	0.80
187.00	678.00	0.73
187.00	759.00	0.57
187.00	443.00	0.73
187.00	970.00	0.74
187.00	715.00	0.66
187.00	495.00	0.82
443.00	404.00	0.54
443.00	549.00	0.76
443.00	765.00	0.72
443.00	727.00	0.57
443.00	856.00	0.64
443.00	382.00	0.54
443.00	678.00	0.68
443.00	759.00	0.55
443.00	187.00	0.54
443.00	970.00	0.86
443.00	715.00	0.76
443.00	495.00	0.51
970.00	404.00	0.40
970.00	549.00	0.79
970.00	765.00	0.53
970.00	727.00	0.59
970.00	856.00	0.71
970.00	382.00	0.51
970.00	678.00	0.63
970.00	759.00	0.61
970.00	187.00	0.53
970.00	443.00	0.68
970.00	715.00	0.60
970.00	495.00	0.75
715.00	404.00	0.61
715.00	549.00	0.56
715.00	765.00	0.73
715.00	727.00	0.72
715.00	856.00	0.79
715.00	382.00	0.63
715.00	678.00	0.84
715.00	759.00	0.55
715.00	187.00	0.49
715.00	443.00	0.41
715.00	970.00	0.81
715.00	495.00	0.60
495.00	404.00	0.81
495.00	549.00	0.80
495.00	765.00	0.78
495.00	727.00	0.62
495.00	856.00	0.62
495.00	382.00	0.54
495.00	678.00	0.88
495.00	759.00	0.41
495.00	187.00	0.81
495.00	443.00	0.67
495.00	970.00	0.76
495.00	715.00	0.56
583.00	324.00	0.58
583.00	300.00	0.63
583.00	695.00	0.78
583.00	400.00	0.52
583.00	379.00	0.78
583.00	431.00	0.60
583.00	884.00	0.70
583.00	931.00	0.58
583.00	14.00	0.89
583.00	635.00	0.78
583.00	488.00	0.90
583.00	974.00	0.64
324.00	583.00	0.62
324.00	300.00	0.53
324.00	695.00	0.65
324.00	400.00	0.60
324.00	379.00	0.55
324.00	431.00	0.72
324.00	884.00	0.54
324.00	931.00	0.78
324.00	14.00	0.81
324.00	635.00	0.44
324.00	488.00	0.61
324.00	974.00	0.61
300.00	583.00	0.64
300.00	324.00	0.72
300.00	695.00	0.40
300.00	400.00	0.46
300.00	379.00	0.88
300.00	431.00	0.80
300.00	884.00	0.64
300.00	931.00	0.84
300.00	14.00	0.60
300.00	635.00	0.88
300.00	488.00	0.51
300.00	974.00	0.79
695.00	583.00	0.43
695.00	324.00	0.42
695.00	300.00	0.60
695.00	400.00	0.45
695.00	379.00	0.65
695.00	431.00	0.88
695.00	884.00	0.54
695.00	931.00	0.82
695.00	14.00	0.51
695.00	635.00	0.77
695.00	488.00	0.89
695.00	974.00	0.68
400.00	583.00	0.85
400.00	324.00	0.81
400.00	300.00	0.51
400.00	695.00	0.62
400.00	379.00	0.60
400.00	431.00	0.41
400.00	884.00	0.83
400.00	931.00	0.69
400.00	14.00	0.55
400.00	635.00	0.83
400.00	488.00	0.54
400.00	974.00	0.61
379.00	583.00	0.71
379.00	324.00	0.48
379.00	300.00	0.69
379.00	695.00	0.78
379.00	400.00	0.68
379.00	431.00	0.84
379.00	884.00	0.89
379.00	931.00	0.79
379.00	14.00	0.65
379.00	635.00	0.59
379.00	488.00	0.54
379.00	974.00	0.80
431.00	583.00	0.79
431.00	324.00	0.46
431.00	300.00	0.57
431.00	695.00	0.58
431.00	400.00	0.47
431.00	379.00	0.60
431.00	884.00	0.42
431.00	931.00	0.49
431.00	14.00	0.89
431.00	635.00	0.44
431.00	488.00	0.53
431.00	974.00	0.60
884.00	583.00	0.60
884.00	324.00	0.46
884.00	300.00	0.47
884.00	695.00	0.51
884.00	400.00	0.70
884.00	379.00	0.59
884.00	431.00	0.50
884.00	931.00	0.60
884.00	14.00	0.53
884.00	635.00	0.67
884.00	488.00	0.68
884.00	974.00	0.58
931.00	583.00	0.67
931.00	324.00	0.73
931.00	300.00	0.80
931.00	695.00	0.40
931.00	400.00	0.59
931.00	379.00	0.46
931.00	431.00	0.88
931.00	884.00	0.46
931.00	14.00	0.57
931.00	635.00	0.85
931.00	488.00	0.57
931.00	974.00	0.82
14.00	583.00	0.70
