404.00	1.00
549.00	1.00
765.00	1.00
727.00	1.00
856.00	1.00
382.00	1.00
678.00	1.00
759.00	1.00
187.00	1.00
443.00	1.00
970.00	1.00
715.00	1.00
495.00	1.00
583.00	2.00
324.00	2.00
300.00	2.00
695.00	2.00
400.00	2.00
379.00	2.00
431.00	2.00
884.00	2.00
931.00	2.00
14.00	2.00
635.00	2.00
488.00	2.00
974.00	2.00
597.00	3.00
409.00	3.00
493.00	3.00
700.00	3.00
577.00	3.00
562.00	3.00
70.00	3.00
253.00	3.00
316.00	3.00
459.00	3.00
608.00	3.00
673.00	3.00
992.00	3.00
516.00	3.00
123.00	3.00
556.00	3.00
593.00	4.00
554.00	4.00
322.00	4.00
462.00	4.00
880.00	4.00
28.00	4.00
968.00	4.00
65.00	4.00
55.00	4.00
150.00	4.00
789.00	4.00
133.00	4.00
419.00	4.00
904.00	4.00
458.00	4.00
343.00	5.00
943.00	5.00
990.00	5.00
13.00	5.00
883.00	5.00
67.00	5.00
870.00	5.00
509.00	5.00
637.00	5.00
180.00	5.00
317.00	5.00
121.00	5.00
460.00	5.00
664.00	5.00
788.00	6.00
1.00	6.00
84.00	6.00
226.00	6.00
725.00	6.00
810.00	6.00
287.00	6.00
104.00	6.00
887.00	6.00
438.00	6.00
603.00	6.00
279.00	6.00
48.00	6.00
242.00	7.00
398.00	7.00
996.00	7.00
442.00	7.00
362.00	7.00
490.00	7.00
866.00	7.00
881.00	7.00
767.00	7.00
869.00	7.00
30.00	7.00
638.00	7.00
958.00	7.00
435.00	8.00
155.00	8.00
298.00	8.00
717.00	8.00
201.00	8.00
179.00	8.00
380.00	8.00
780.00	8.00
338.00	8.00
310.00	8.00
907.00	8.00
620.00	8.00
112.00	8.00
83.00	8.00
685.00	8.00
548.00	9.00
621.00	9.00
32.00	9.00
747.00	9.00
464.00	9.00
960.00	9.00
426.00	9.00
417.00	9.00
347.00	9.00
480.00	9.00
436.00	9.00
154.00	9.00
522.00	9.00
627.00	9.00
922.00	10.00
817.00	10.00
261.00	10.00
901.00	10.00
502.00	10.00
254.00	10.00
734.00	10.00
364.00	10.00
626.00	10.00
401.00	10.00
159.00	10.00
900.00	10.00
63.00	10.00
361.00	10.00
461.00	10.00
865.00	10.00
81.00	11.00
839.00	11.00
964.00	11.00
457.00	11.00
265.00	11.00
425.00	11.00
208.00	11.00
604.00	11.00
811.00	11.00
168.00	11.00
68.00	11.00
40.00	11.00
219.00	11.00
732.00	11.00
75.00	11.00
651.00	12.00
827.00	12.00
815.00	12.00
659.00	12.00
341.00	12.00
544.00	12.00
602.00	12.00
19.00	12.00
1000.00	12.00
477.00	12.00
105.00	12.00
808.00	12.00
256.00	12.00
972.00	12.00
512.00	12.00
266.00	12.00
211.00	13.00
424.00	13.00
938.00	13.00
567.00	13.00
277.00	13.00
489.00	13.00
616.00	13.00
97.00	13.00
897.00	13.00
86.00	13.00
903.00	13.00
663.00	13.00
874.00	13.00
563.00	13.00
594.00	13.00
354.00	14.00
217.00	14.00
653.00	14.00
427.00	14.00
853.00	14.00
636.00	14.00
444.00	14.00
95.00	14.00
712.00	14.00
517.00	14.00
314.00	14.00
847.00	14.00
295.00	14.00
44.00	14.00
92.00	14.00
587.00	15.00
243.00	15.00
675.00	15.00
688.00	15.00
161.00	15.00
802.00	15.00
848.00	15.00
989.00	15.00
156.00	15.00
828.00	15.00
711.00	15.00
768.00	15.00
129.00	15.00
23.00	15.00
945.00	15.00
953.00	15.00
416.00	15.00
779.00	16.00
823.00	16.00
29.00	16.00
390.00	16.00
652.00	16.00
114.00	16.00
131.00	16.00
680.00	16.00
782.00	16.00
596.00	16.00
189.00	16.00
698.00	16.00
586.00	16.00
238.00	16.00
293.00	16.00
235.00	17.00
511.00	17.00
568.00	17.00
534.00	17.00
282.00	17.00
845.00	17.00
258.00	17.00
291.00	17.00
573.00	17.00
2.00	17.00
229.00	17.00
991.00	17.00
956.00	17.00
503.00	17.00
576.00	17.00
794.00	18.00
584.00	18.00
173.00	18.00
206.00	18.00
740.00	18.00
941.00	18.00
188.00	18.00
963.00	18.00
394.00	18.00
262.00	18.00
896.00	18.00
119.00	18.00
589.00	18.00
369.00	18.00
485.00	19.00
499.00	19.00
299.00	19.00
312.00	19.00
939.00	19.00
164.00	19.00
